TipoHabitacion,PrecioPorNoche,MetodoPago,FrecuenciaVisitas,AfiliadoFidelidad,MotivoViaje,PaisOrigen,AtencionRecepcion,LimpiezaHabitacion,Ruido,Confort,CalidadServicio,VariedadRestaurante,FacilidadReserva,Calificacion
Estándar,131.43,Online,3,No,Otro,México,4,4,4,2,2,2,2,3
Estándar,86.19,Tarjeta,2,Sí,Otro,EEUU,5,4,4,5,2,1,2,3
Suite,142.14,Transferencia,8,No,Vacaciones,Argentina,1,2,4,3,5,3,3,3
Familiar,118.64,Tarjeta,5,Sí,Evento,Colombia,5,5,4,5,4,1,4,5
Familiar,56.21,Efectivo,1,No,Otro,Argentina,4,5,2,3,1,4,3,3
Premium,136.83,Efectivo,2,No,Evento,Brasil,5,4,2,1,3,3,2,3
Familiar,96.88,Online,1,No,Evento,Colombia,4,5,2,2,4,3,3,4
Estándar,155.25,Efectivo,6,No,Vacaciones,Argentina,1,4,3,4,2,1,4,2
Estándar,120.05,Transferencia,9,No,Evento,Colombia,2,5,4,2,1,4,1,2
Familiar,135.82,Online,7,Sí,Vacaciones,Argentina,4,5,3,5,2,3,4,4
Estándar,81.7,Transferencia,5,Sí,Otro,México,4,3,5,3,1,5,1,3
Suite,96.43,Tarjeta,3,Sí,Otro,España,4,2,5,2,3,4,2,4
Suite,101.65,Transferencia,8,No,Evento,México,1,3,2,3,4,4,5,3
Familiar,154.27,Transferencia,4,No,Vacaciones,Alemania,3,3,5,5,3,1,3,3
Suite,187.1,Efectivo,9,Sí,Vacaciones,Argentina,4,5,2,5,3,1,5,3
Suite,87.79,Tarjeta,5,Sí,Negocios,EEUU,1,1,4,2,4,1,4,3
Premium,163.07,Efectivo,6,No,Negocios,Colombia,2,1,3,4,4,4,1,3
Premium,40.0,Tarjeta,5,No,Otro,Alemania,4,2,2,4,3,2,4,3
Suite,72.23,Tarjeta,7,No,Otro,Brasil,3,4,1,3,2,1,4,2
Familiar,81.65,Transferencia,7,Sí,Negocios,Alemania,1,5,1,2,4,2,2,2
Premium,65.9,Efectivo,1,No,Vacaciones,España,2,2,4,1,3,3,4,3
Estándar,56.66,Transferencia,2,No,Evento,Argentina,3,3,3,5,3,5,3,4
Estándar,136.52,Transferencia,7,Sí,Evento,Colombia,2,5,2,3,3,5,2,4
Estándar,111.44,Transferencia,8,No,Vacaciones,México,3,3,4,5,2,2,5,4
Familiar,135.18,Tarjeta,4,No,Otro,Colombia,5,2,3,3,5,4,4,4
Suite,147.62,Efectivo,6,No,Evento,EEUU,5,1,1,2,5,5,5,3
Estándar,130.62,Efectivo,3,No,Vacaciones,Colombia,5,2,2,3,4,2,3,3
Familiar,146.31,Transferencia,7,No,Evento,Alemania,2,5,3,3,5,1,3,2
Premium,117.22,Tarjeta,3,No,Vacaciones,Alemania,5,5,5,1,1,2,3,3
Suite,72.52,Efectivo,7,Sí,Negocios,México,1,4,2,3,4,3,5,3
Premium,162.31,Online,8,No,Negocios,México,1,1,5,4,4,2,5,3
Familiar,96.44,Efectivo,3,Sí,Evento,México,5,5,4,3,3,1,1,4
Estándar,82.58,Transferencia,2,No,Evento,Brasil,3,1,3,3,1,2,2,2
Estándar,112.88,Online,6,No,Evento,Argentina,3,5,3,2,5,1,4,4
Familiar,83.49,Tarjeta,4,Sí,Evento,EEUU,2,1,3,3,4,1,2,2
Estándar,103.3,Online,8,Sí,Negocios,Brasil,3,2,3,1,1,3,3,2
Suite,133.76,Online,2,No,Negocios,Brasil,4,1,2,2,2,3,4,3
Familiar,133.93,Transferencia,4,No,Vacaciones,Brasil,3,3,5,5,2,5,1,4
Premium,84.09,Efectivo,2,No,Evento,Colombia,1,2,5,4,3,1,2,3
Familiar,100.49,Tarjeta,2,No,Negocios,España,3,5,4,4,1,1,3,3
Suite,162.97,Online,2,No,Otro,Argentina,2,5,4,5,4,1,4,4
Suite,139.86,Transferencia,1,No,Vacaciones,Colombia,3,4,3,3,2,5,4,4
Familiar,203.0,Efectivo,4,Sí,Vacaciones,México,2,3,1,1,2,4,3,2
Familiar,167.21,Online,2,No,Vacaciones,EEUU,4,4,1,1,5,3,5,4
Estándar,165.77,Transferencia,9,No,Otro,Brasil,5,2,3,1,5,3,2,5
Suite,64.49,Transferencia,9,No,Otro,Colombia,4,4,5,1,1,1,4,3
Familiar,150.55,Transferencia,7,Sí,Otro,Argentina,1,2,4,3,5,5,5,4
Familiar,117.88,Tarjeta,6,No,Negocios,Alemania,4,4,2,5,1,1,1,3
Suite,97.96,Efectivo,3,No,Otro,Argentina,4,1,1,5,4,3,4,3
Familiar,126.72,Online,7,Sí,Vacaciones,Brasil,1,2,4,4,4,5,4,3
Estándar,157.81,Efectivo,1,No,Evento,Argentina,1,2,1,5,4,2,1,2
Suite,140.03,Efectivo,9,No,Vacaciones,Colombia,5,1,5,1,5,3,1,3
Estándar,84.86,Online,4,Sí,Vacaciones,Alemania,5,1,5,3,5,2,4,4
Estándar,149.7,Efectivo,6,Sí,Negocios,Colombia,3,3,3,2,3,4,3,3
Estándar,94.5,Tarjeta,6,No,Vacaciones,Colombia,2,1,3,2,2,2,1,2
Estándar,128.67,Online,3,No,Negocios,Brasil,1,4,1,1,4,5,5,3
Suite,107.87,Online,4,Sí,Negocios,Colombia,4,1,1,4,5,2,1,2
Estándar,111.25,Transferencia,3,Sí,Evento,México,4,1,4,2,2,4,4,3
Estándar,150.65,Efectivo,6,Sí,Vacaciones,Argentina,5,2,3,1,4,3,4,3
Familiar,78.39,Online,1,No,Evento,Alemania,2,2,5,3,4,4,2,3
Suite,197.81,Online,8,Sí,Evento,EEUU,1,1,4,2,2,5,5,3
Suite,47.16,Tarjeta,8,Sí,Vacaciones,España,5,3,4,1,2,2,2,3
Premium,96.09,Transferencia,9,No,Vacaciones,Argentina,2,2,2,2,5,2,1,2
Suite,134.81,Online,6,No,Otro,Brasil,1,4,5,3,2,5,2,3
Suite,143.37,Tarjeta,1,No,Otro,Alemania,4,4,4,5,2,1,4,3
Premium,115.98,Online,3,No,Negocios,México,4,1,2,5,5,5,3,4
Suite,117.7,Online,1,No,Vacaciones,Alemania,5,1,3,3,4,5,1,3
Suite,136.42,Online,5,No,Negocios,EEUU,2,3,5,3,2,4,4,3
Suite,110.76,Tarjeta,3,No,Evento,Brasil,4,1,3,5,3,4,1,3
Suite,175.73,Efectivo,2,No,Evento,Alemania,2,5,2,3,1,5,2,3
Premium,153.57,Online,3,Sí,Otro,Argentina,5,5,5,3,2,3,2,4
Suite,154.91,Online,9,No,Negocios,México,3,1,1,3,2,2,1,3
Suite,81.35,Efectivo,8,No,Vacaciones,Brasil,2,5,1,5,1,5,1,2
Premium,116.82,Online,3,No,Vacaciones,México,2,4,1,5,3,1,2,2
Familiar,107.98,Transferencia,2,No,Otro,Brasil,5,1,4,2,4,2,1,3
Estándar,79.78,Online,5,No,Otro,España,3,4,1,5,3,3,2,3
Familiar,134.41,Transferencia,1,No,Negocios,EEUU,4,4,4,2,1,5,1,4
Premium,98.49,Efectivo,4,No,Otro,España,1,5,4,5,2,3,3,4
Estándar,146.22,Tarjeta,8,No,Otro,Argentina,5,3,2,4,4,2,1,4
Premium,77.19,Efectivo,1,No,Otro,Argentina,1,4,1,2,3,1,1,1
Premium,188.76,Online,5,No,Evento,Argentina,3,5,5,3,3,2,4,3
Suite,84.15,Transferencia,4,No,Negocios,Colombia,3,3,4,4,4,2,3,4
Estándar,128.77,Tarjeta,6,Sí,Vacaciones,Argentina,2,5,2,5,3,5,2,4
Suite,151.67,Online,7,Sí,Vacaciones,México,1,5,4,5,1,2,2,3
Estándar,97.17,Tarjeta,9,No,Negocios,España,1,1,5,4,4,5,5,4
Premium,154.1,Tarjeta,1,No,Otro,México,3,2,5,1,1,5,3,3
Premium,70.83,Online,4,No,Otro,Brasil,1,3,1,3,4,3,3,3
Familiar,178.08,Efectivo,6,Sí,Vacaciones,México,4,5,4,2,1,1,1,2
Estándar,120.57,Online,7,No,Evento,Colombia,3,4,5,4,2,5,4,5
Suite,96.14,Online,7,Sí,Negocios,México,2,4,3,2,2,4,2,3
Familiar,108.03,Efectivo,8,No,Otro,Brasil,2,2,5,5,3,3,2,3
Familiar,152.36,Transferencia,8,Sí,Evento,Brasil,2,3,5,1,4,5,4,4
Familiar,96.62,Online,8,Sí,Evento,España,1,1,4,1,4,5,4,2
Suite,90.03,Tarjeta,8,Sí,Otro,Argentina,3,3,5,2,1,3,3,4
Familiar,111.14,Online,8,No,Negocios,EEUU,2,4,2,5,3,2,4,3
Suite,72.92,Online,6,No,Negocios,Alemania,3,4,5,1,3,5,4,5
Familiar,192.82,Tarjeta,9,Sí,Vacaciones,España,1,1,3,3,4,1,1,2
Suite,97.34,Efectivo,3,Sí,Vacaciones,Colombia,4,1,5,5,2,5,3,4
Premium,153.26,Transferencia,6,Sí,Negocios,Alemania,4,4,1,4,4,3,5,3
Premium,128.38,Transferencia,5,No,Otro,México,4,5,4,4,4,4,5,4
Premium,80.62,Tarjeta,8,Sí,Negocios,España,1,5,3,4,5,3,2,3
Premium,119.76,Efectivo,4,Sí,Vacaciones,Alemania,2,1,2,3,1,3,4,3
Premium,151.36,Online,4,No,Vacaciones,Argentina,1,5,5,5,1,1,1,3
Familiar,112.47,Online,5,No,Vacaciones,Argentina,3,1,5,2,5,2,4,4
Familiar,167.72,Online,6,No,Negocios,España,4,3,2,2,3,1,2,3
Familiar,160.86,Online,4,No,Negocios,Argentina,3,3,5,5,1,1,4,3
Suite,156.76,Online,2,No,Otro,México,1,3,1,3,3,5,5,3
Suite,101.61,Tarjeta,2,Sí,Vacaciones,Brasil,5,1,3,5,2,4,3,3
Suite,76.81,Online,3,No,Evento,España,5,1,5,2,3,3,4,2
Suite,95.46,Online,2,No,Evento,Colombia,1,5,2,5,1,1,5,2
Premium,127.85,Efectivo,1,No,Otro,Alemania,2,5,2,4,3,1,5,3
Premium,141.83,Online,8,No,Otro,Alemania,3,5,3,5,2,2,2,4
Premium,40.0,Transferencia,5,No,Vacaciones,Alemania,1,2,1,1,5,2,3,2
Estándar,119.68,Tarjeta,1,Sí,Negocios,España,1,1,3,5,1,4,2,3
Familiar,126.32,Tarjeta,9,Sí,Negocios,México,5,3,5,2,2,3,1,3
Suite,108.9,Tarjeta,8,No,Evento,España,4,3,1,2,4,1,3,3
Suite,171.65,Transferencia,4,No,Vacaciones,España,4,2,1,2,5,5,1,4
Premium,136.87,Online,8,No,Evento,Argentina,2,2,2,4,5,2,3,3
Suite,172.41,Tarjeta,7,No,Evento,Brasil,2,3,1,2,1,1,5,2
Suite,111.36,Transferencia,7,No,Vacaciones,Alemania,2,1,5,1,2,5,1,2
Familiar,157.5,Efectivo,1,Sí,Otro,México,5,3,5,5,4,1,3,3
Premium,185.4,Online,6,No,Evento,EEUU,1,3,5,3,2,4,3,3
Familiar,172.47,Transferencia,4,No,Otro,México,2,2,4,2,3,4,1,1
Estándar,76.31,Online,2,Sí,Negocios,Argentina,5,2,1,5,1,5,3,3
Estándar,109.85,Efectivo,7,No,Evento,España,3,5,1,4,3,2,2,2
Estándar,106.19,Transferencia,9,Sí,Vacaciones,Colombia,1,2,5,5,3,4,2,3
Premium,139.57,Online,5,No,Otro,México,3,3,2,2,5,2,1,4
Suite,147.45,Transferencia,8,Sí,Negocios,Alemania,4,5,1,2,5,5,5,4
Premium,86.44,Tarjeta,5,No,Negocios,Colombia,4,3,4,2,3,5,4,3
Premium,122.71,Online,7,No,Evento,EEUU,1,1,1,1,2,1,1,1
Suite,40.0,Transferencia,7,No,Negocios,EEUU,2,1,3,5,1,5,1,2
Familiar,177.68,Tarjeta,9,No,Vacaciones,Colombia,1,2,4,3,1,1,1,2
Estándar,99.51,Efectivo,3,Sí,Evento,Argentina,2,5,2,1,2,2,1,2
Familiar,122.23,Online,1,No,Negocios,EEUU,4,4,4,3,3,1,2,4
Estándar,107.61,Online,2,No,Vacaciones,Colombia,1,1,4,2,1,2,1,2
Premium,165.84,Efectivo,6,No,Otro,España,1,1,1,3,5,4,5,3
Estándar,40.0,Tarjeta,9,No,Otro,Colombia,2,1,4,3,4,2,4,3
Premium,119.34,Efectivo,3,Sí,Evento,España,4,1,5,1,5,3,4,4
Familiar,115.77,Online,2,Sí,Vacaciones,Argentina,4,2,4,1,2,1,5,2
Premium,101.85,Transferencia,1,No,Negocios,Alemania,2,5,1,5,4,4,1,2
Familiar,189.05,Tarjeta,2,No,Evento,Alemania,2,1,5,3,1,2,4,2
Suite,84.51,Tarjeta,3,Sí,Evento,EEUU,2,2,2,1,1,5,2,2
Suite,150.87,Tarjeta,7,No,Negocios,Brasil,4,5,3,5,4,1,4,4
Suite,134.25,Efectivo,2,No,Vacaciones,Brasil,4,5,4,3,1,2,5,3
Premium,170.46,Efectivo,5,No,Negocios,Colombia,1,4,5,3,4,4,4,4
Suite,93.31,Transferencia,2,No,Otro,Argentina,4,3,5,2,3,5,5,4
Estándar,90.68,Transferencia,7,No,Evento,España,3,1,2,1,2,1,1,2
Familiar,163.84,Tarjeta,8,No,Otro,Alemania,3,2,2,4,5,4,4,4
Familiar,137.01,Transferencia,8,No,Evento,Argentina,2,5,3,1,4,5,5,3
Estándar,58.2,Efectivo,8,Sí,Negocios,Alemania,2,4,3,2,4,3,2,3
Premium,98.43,Transferencia,9,No,Vacaciones,Alemania,2,3,1,5,3,5,2,4
Premium,135.46,Efectivo,1,No,Negocios,EEUU,1,5,3,1,5,1,3,3
Familiar,153.51,Transferencia,1,No,Otro,Alemania,3,5,3,3,3,3,4,4
Suite,92.83,Online,2,No,Vacaciones,Brasil,3,1,5,4,3,2,1,3
Premium,40.0,Efectivo,6,Sí,Vacaciones,México,4,3,4,5,2,3,3,2
Premium,140.93,Online,1,No,Evento,EEUU,3,3,4,1,1,3,4,2
Estándar,71.19,Efectivo,5,No,Vacaciones,Colombia,4,2,3,5,5,3,2,3
Estándar,40.0,Transferencia,5,Sí,Evento,México,1,4,1,3,3,5,1,3
Suite,40.0,Online,4,No,Vacaciones,EEUU,2,2,1,4,1,3,2,2
Premium,152.56,Transferencia,5,No,Vacaciones,Argentina,2,4,4,3,1,3,4,3
Premium,125.14,Efectivo,1,No,Evento,EEUU,4,2,2,4,1,2,1,2
Estándar,110.97,Online,6,No,Vacaciones,España,5,4,5,5,1,3,1,3
Premium,175.56,Tarjeta,7,Sí,Negocios,México,4,1,3,1,2,5,3,2
Familiar,145.49,Transferencia,8,No,Vacaciones,México,1,4,5,4,2,4,1,2
Estándar,184.65,Efectivo,2,No,Otro,Brasil,3,2,3,3,3,4,4,3
Suite,64.29,Online,7,Sí,Evento,México,4,3,3,4,1,5,5,4
Estándar,118.62,Transferencia,6,No,Evento,Alemania,1,5,4,5,3,5,5,4
Premium,55.33,Online,9,No,Negocios,Brasil,2,4,5,5,4,3,1,3
Suite,110.82,Transferencia,8,Sí,Otro,Argentina,5,4,5,5,2,5,5,4
Estándar,110.06,Transferencia,4,No,Vacaciones,Alemania,5,3,2,1,2,3,4,3
Familiar,145.06,Transferencia,9,No,Negocios,Brasil,4,1,2,5,5,1,3,3
Familiar,121.82,Online,1,No,Vacaciones,Colombia,3,2,5,1,4,2,2,2
Estándar,144.94,Online,6,No,Negocios,Argentina,4,1,2,2,2,2,2,3
Familiar,148.14,Transferencia,8,No,Evento,Brasil,5,4,2,4,1,2,4,3
Familiar,206.2,Tarjeta,4,Sí,Otro,Colombia,5,4,3,3,1,1,3,2
Familiar,107.39,Tarjeta,2,No,Evento,Brasil,2,1,4,1,1,2,4,2
Suite,82.36,Tarjeta,2,Sí,Negocios,Colombia,3,2,3,1,3,3,1,3
Familiar,129.84,Efectivo,1,No,Vacaciones,Alemania,3,4,2,3,2,4,3,3
Familiar,87.91,Tarjeta,5,Sí,Otro,Argentina,5,4,3,4,3,2,5,3
Familiar,179.28,Online,6,Sí,Vacaciones,Argentina,5,1,3,5,2,2,1,3
Suite,108.67,Tarjeta,4,No,Evento,Brasil,4,5,1,4,5,3,5,4
Estándar,97.38,Online,4,Sí,Vacaciones,España,4,3,3,1,3,3,1,3
Premium,101.15,Efectivo,5,No,Negocios,Brasil,2,4,3,5,2,2,1,4
Familiar,148.74,Online,5,Sí,Otro,Colombia,5,2,4,2,5,5,1,4
Estándar,113.69,Online,9,No,Otro,Argentina,4,5,5,3,2,1,1,3
Familiar,94.33,Online,8,No,Otro,EEUU,2,1,1,4,4,4,3,3
Suite,186.61,Tarjeta,9,Sí,Negocios,Alemania,3,1,1,5,3,4,3,3
Estándar,85.75,Transferencia,3,No,Vacaciones,España,5,2,1,3,1,1,1,1
Suite,121.42,Online,3,Sí,Otro,EEUU,1,5,1,4,5,2,4,3
Familiar,146.09,Tarjeta,1,Sí,Evento,EEUU,5,2,4,1,5,2,1,4
Familiar,54.75,Tarjeta,6,No,Evento,Alemania,4,4,5,1,1,2,1,3
Suite,139.21,Tarjeta,4,No,Evento,Brasil,5,5,4,1,5,2,4,5
Premium,77.8,Transferencia,8,No,Evento,México,1,3,1,2,1,2,4,2
Suite,152.91,Transferencia,2,Sí,Evento,España,5,3,5,1,1,4,1,3
Familiar,81.49,Transferencia,2,No,Negocios,Brasil,4,2,4,1,2,2,2,2
Suite,147.71,Transferencia,7,No,Vacaciones,Alemania,3,3,5,1,3,3,2,4
Premium,164.23,Efectivo,5,Sí,Negocios,México,4,2,4,5,4,5,4,4
Suite,154.46,Transferencia,1,No,Evento,Alemania,2,4,5,3,5,2,1,3
Premium,130.05,Transferencia,7,No,Evento,Alemania,4,4,4,2,2,3,5,3
Premium,110.75,Transferencia,7,No,Otro,EEUU,2,2,1,4,4,4,5,4
Suite,96.94,Online,6,Sí,Otro,Argentina,5,4,1,2,4,3,1,3
Suite,178.84,Online,4,No,Vacaciones,Brasil,2,3,1,3,5,1,1,3
Estándar,92.02,Transferencia,8,Sí,Vacaciones,Alemania,5,4,4,1,5,1,1,3
Familiar,78.52,Efectivo,2,No,Vacaciones,Brasil,2,3,5,1,2,3,5,3
Premium,146.61,Online,2,No,Negocios,México,4,3,5,4,5,2,5,4
Estándar,88.15,Tarjeta,2,No,Otro,EEUU,1,1,2,2,4,2,4,2
Suite,82.0,Online,3,No,Vacaciones,México,5,4,3,2,5,2,3,3
Familiar,62.26,Tarjeta,6,No,Otro,México,2,4,1,4,2,3,4,2
Estándar,100.68,Online,1,No,Otro,EEUU,1,2,1,2,2,1,4,2
Premium,116.69,Transferencia,2,No,Otro,Brasil,2,2,1,2,2,1,2,1
Estándar,129.72,Online,2,Sí,Otro,México,2,5,2,2,5,4,4,4
Premium,158.05,Transferencia,1,No,Otro,Colombia,2,3,2,4,3,1,4,3
Suite,141.08,Transferencia,3,No,Otro,Brasil,4,1,2,4,2,1,4,2
Familiar,112.37,Online,7,No,Negocios,Argentina,2,3,1,3,3,5,4,3
Familiar,112.07,Tarjeta,1,No,Evento,Argentina,1,4,5,2,1,1,3,3
Familiar,140.41,Tarjeta,7,No,Otro,Alemania,2,5,1,3,2,3,2,3
Suite,170.9,Online,5,No,Negocios,EEUU,3,3,2,5,3,2,5,3
Premium,125.05,Transferencia,9,No,Vacaciones,Argentina,5,5,2,5,3,3,1,3
Suite,101.23,Tarjeta,2,No,Negocios,EEUU,4,3,3,2,4,2,5,3
Familiar,80.29,Efectivo,1,Sí,Negocios,Brasil,3,4,4,1,3,2,2,2
Suite,62.19,Transferencia,9,Sí,Negocios,Colombia,3,4,3,5,4,4,4,4
Suite,146.65,Online,8,No,Otro,Colombia,1,3,3,1,3,1,5,1
Suite,143.12,Transferencia,6,No,Vacaciones,Colombia,1,1,1,3,3,4,4,2
Premium,143.09,Efectivo,5,No,Negocios,Colombia,4,4,4,2,1,2,3,3
Estándar,114.85,Efectivo,8,Sí,Vacaciones,España,4,2,4,3,3,5,3,3
Estándar,176.28,Tarjeta,8,No,Negocios,EEUU,5,1,1,3,5,5,2,3
Suite,100.64,Efectivo,5,No,Otro,México,2,3,5,4,5,4,5,4
Estándar,158.21,Transferencia,7,No,Negocios,EEUU,4,1,1,2,5,4,3,2
Estándar,118.45,Tarjeta,1,No,Negocios,Argentina,4,2,5,4,1,1,2,2
Suite,95.67,Efectivo,4,No,Vacaciones,EEUU,2,4,5,3,3,4,2,4
Suite,143.7,Tarjeta,2,Sí,Vacaciones,EEUU,5,4,4,1,1,4,2,3
Familiar,136.39,Tarjeta,3,Sí,Vacaciones,Colombia,1,4,1,2,3,3,5,4
Estándar,134.28,Online,1,Sí,Evento,Colombia,5,2,1,2,4,4,5,4
Premium,123.25,Tarjeta,2,No,Vacaciones,España,2,1,4,5,1,4,2,3
Suite,118.48,Tarjeta,1,No,Negocios,Brasil,1,3,3,1,5,3,1,2
Familiar,215.53,Efectivo,8,No,Evento,EEUU,1,3,1,1,5,2,5,3
Premium,167.37,Transferencia,4,No,Vacaciones,Alemania,1,1,2,3,5,2,5,3
Estándar,148.91,Transferencia,3,No,Otro,Brasil,5,4,2,3,3,3,1,3
Familiar,124.47,Efectivo,1,No,Vacaciones,Argentina,2,3,1,3,3,1,5,2
Suite,160.29,Transferencia,2,No,Otro,España,5,4,5,5,1,4,5,4
Premium,140.72,Tarjeta,3,No,Evento,Argentina,5,5,4,1,2,1,3,2
Suite,121.05,Online,3,Sí,Otro,Colombia,3,5,5,4,3,5,1,3
Estándar,107.86,Tarjeta,6,No,Evento,Argentina,4,3,2,1,2,1,3,3
Premium,116.76,Tarjeta,8,No,Otro,EEUU,5,1,2,4,2,4,1,3
Estándar,40.0,Online,6,No,Vacaciones,Colombia,3,1,4,2,3,2,1,2
Estándar,128.42,Efectivo,2,No,Evento,Brasil,2,1,2,4,1,4,1,2
Familiar,100.46,Tarjeta,2,No,Negocios,México,3,4,3,2,2,4,5,3
Suite,183.71,Tarjeta,7,No,Negocios,Colombia,5,5,2,3,1,4,2,2
Premium,120.77,Efectivo,1,No,Negocios,Colombia,2,4,5,1,1,1,4,2
Estándar,72.44,Tarjeta,1,No,Vacaciones,España,3,2,5,3,3,2,2,3
Estándar,118.0,Tarjeta,7,No,Negocios,México,5,2,3,1,2,2,5,3
Premium,78.16,Transferencia,9,Sí,Evento,Brasil,2,3,5,4,1,1,5,2
Estándar,138.94,Efectivo,5,Sí,Negocios,Alemania,2,2,5,1,2,1,4,3
Familiar,131.64,Tarjeta,1,Sí,Evento,Alemania,4,1,5,4,1,1,5,3
Familiar,158.31,Tarjeta,5,Sí,Negocios,Alemania,5,3,1,1,3,5,1,4
Familiar,88.36,Online,1,No,Otro,EEUU,4,5,3,2,1,5,3,4
Familiar,121.36,Online,9,No,Evento,Alemania,2,5,3,4,3,4,3,3
Estándar,65.4,Online,4,Sí,Negocios,EEUU,2,2,2,3,3,5,1,3
Premium,148.06,Tarjeta,9,No,Negocios,Brasil,3,2,3,3,2,1,2,3
Premium,140.75,Tarjeta,2,Sí,Negocios,Brasil,4,5,4,3,2,1,3,2
Premium,139.83,Online,7,Sí,Evento,Colombia,1,2,3,3,2,1,1,1
Premium,120.06,Transferencia,2,No,Evento,Alemania,5,2,4,2,4,2,2,3
Suite,136.59,Transferencia,4,No,Negocios,España,4,4,5,2,2,2,3,3
Premium,184.17,Transferencia,6,Sí,Otro,Brasil,2,5,4,5,2,5,1,3
Suite,108.6,Transferencia,2,Sí,Evento,México,3,5,1,5,1,3,3,4
Suite,125.55,Efectivo,2,No,Evento,México,5,2,5,5,4,3,3,4
Familiar,76.55,Online,2,Sí,Otro,Brasil,5,1,4,5,4,1,3,4
Suite,85.27,Tarjeta,3,No,Vacaciones,Colombia,3,4,5,1,1,2,4,2
Estándar,123.91,Online,5,No,Otro,Argentina,2,1,1,4,2,4,2,2
Suite,164.16,Transferencia,9,Sí,Negocios,México,1,2,5,3,5,5,3,4
Familiar,109.75,Tarjeta,6,No,Evento,México,3,5,5,1,3,2,1,3
Suite,110.56,Efectivo,9,Sí,Evento,Argentina,1,1,3,2,4,1,4,3
Estándar,103.72,Online,5,No,Evento,Colombia,4,3,2,3,1,1,5,3
Estándar,98.61,Tarjeta,6,No,Evento,Argentina,5,1,4,4,5,3,5,5
Estándar,131.8,Tarjeta,8,No,Vacaciones,Colombia,2,5,2,4,3,1,2,3
Familiar,60.11,Transferencia,3,No,Evento,Colombia,1,2,1,2,5,1,1,2
Familiar,171.24,Transferencia,2,No,Evento,España,2,1,1,3,2,4,4,2
Premium,93.38,Online,3,Sí,Vacaciones,Colombia,4,2,5,5,1,5,1,4
Familiar,148.88,Efectivo,9,No,Negocios,Colombia,1,4,2,3,3,4,4,3
Estándar,69.2,Tarjeta,6,No,Negocios,Colombia,2,3,4,3,3,3,4,3
Estándar,146.75,Transferencia,4,No,Vacaciones,Brasil,2,5,4,4,2,2,5,3
Familiar,146.88,Online,3,No,Negocios,Alemania,4,5,5,2,2,3,2,3
Suite,135.37,Transferencia,2,Sí,Negocios,Brasil,3,2,4,3,2,1,2,3
Familiar,80.22,Online,4,No,Otro,Alemania,4,3,3,1,1,5,1,2
Familiar,129.98,Transferencia,9,No,Otro,España,1,5,2,1,4,1,4,2
Estándar,72.68,Efectivo,4,No,Otro,España,1,1,1,2,5,5,4,3
Premium,109.89,Tarjeta,5,No,Vacaciones,México,5,5,4,5,1,5,3,4
Estándar,161.18,Transferencia,8,No,Evento,Argentina,2,1,4,3,1,5,2,2
Premium,151.87,Tarjeta,2,No,Vacaciones,Argentina,1,5,4,3,5,2,4,4
Estándar,120.61,Online,3,Sí,Vacaciones,Brasil,3,1,5,4,3,3,1,3
Familiar,81.01,Efectivo,6,No,Vacaciones,Alemania,3,4,1,3,5,2,5,4
Estándar,145.82,Tarjeta,7,No,Vacaciones,España,4,2,2,5,2,2,5,3
Estándar,120.78,Transferencia,4,No,Otro,España,1,4,4,3,3,2,2,3
Estándar,40.0,Tarjeta,1,No,Vacaciones,Brasil,1,1,3,3,1,4,2,2
Familiar,151.31,Tarjeta,7,No,Otro,México,5,2,5,4,5,4,3,4
Familiar,119.03,Online,9,Sí,Evento,Colombia,5,3,2,1,1,4,2,2
Familiar,168.1,Efectivo,1,No,Negocios,EEUU,5,1,4,1,1,2,4,2
Familiar,76.19,Efectivo,1,Sí,Otro,México,1,5,2,5,5,1,4,4
Premium,40.0,Tarjeta,1,No,Vacaciones,Argentina,4,5,5,2,1,4,4,4
Premium,131.16,Tarjeta,7,No,Evento,Argentina,4,3,3,2,4,4,4,4
Suite,131.66,Online,9,No,Vacaciones,EEUU,4,4,4,4,4,2,3,4
Familiar,52.37,Tarjeta,3,No,Evento,México,4,1,3,3,1,3,2,2
Premium,80.86,Online,8,No,Negocios,México,3,5,5,4,3,1,2,3
Estándar,230.21,Efectivo,9,Sí,Evento,Colombia,1,2,3,1,3,5,2,3
Familiar,107.78,Efectivo,3,Sí,Evento,España,2,3,5,5,3,5,3,4
Suite,149.24,Online,3,Sí,Negocios,Alemania,1,4,3,2,3,1,3,3
Suite,93.97,Tarjeta,1,No,Negocios,México,4,4,2,3,4,2,4,4
Suite,40.0,Efectivo,2,Sí,Evento,Colombia,3,2,2,2,3,3,3,3
Estándar,113.19,Transferencia,7,No,Vacaciones,Argentina,3,2,5,1,5,3,3,3
Premium,109.38,Online,3,No,Otro,EEUU,1,3,2,3,3,5,1,3
Estándar,104.0,Efectivo,7,No,Vacaciones,Brasil,2,2,3,1,5,3,4,3
Familiar,115.41,Efectivo,5,Sí,Otro,Argentina,4,5,3,2,4,5,4,3
Suite,130.57,Efectivo,8,Sí,Negocios,Brasil,3,4,4,2,5,4,1,3
Estándar,114.0,Transferencia,5,Sí,Vacaciones,España,4,2,5,1,5,2,2,4
Estándar,69.44,Transferencia,3,No,Negocios,Brasil,4,1,2,3,1,3,1,2
Premium,139.45,Transferencia,9,Sí,Evento,México,4,2,5,1,5,2,1,3
