ID_Prestamo,ID_Cliente,Ciudad,Region,Monto_Prestamo,Tasa_Interes_Anual,Garantia,Valor_Garantia,Fecha_Inicio,Fecha_Termino,Saldo_Pendiente,Estado_Pago,Tiempo en Meses del prest,Tiene_Atrasos,Estado,Ingresos_Mensuales,Nivel_Educativo,Tipo_Contrato,Antiguedad_Laboral_A̱os,Numero_Creditos_Activos,Score_Crediticio,Duracion_Prestamo_Dias,Riesgo
552,111,20,6,48319.88,14.47,3,90000,737503,738021,0,0,51,0,0,501732,1,3,4,8,937,518,0
553,161,19,5,1803.84,14.92,13,80000,738341,739103,1246.37,1,23,0,0,765796,1,1,1,4,351,762,0
554,74,6,1,36059.95,14.34,8,120000,737867,738204,0,0,39,0,0,739923,3,3,2,7,944,337,0
557,65,26,2,28136.77,7.77,1,80000,738388,739119,22165.26,1,22,0,0,503878,3,2,5,1,619,731,0
558,2,16,3,29609.87,8.3,16,60000,738161,738404,0,0,29,0,0,543356,2,2,7,8,476,243,0
559,44,23,7,5249.08,13.12,7,200000,738593,739173,737.54,1,15,0,0,494990,1,3,1,2,836,580,0
560,78,27,6,8141.81,6.44,2,2000,737997,738636,0,0,35,0,0,993994,1,3,7,5,357,639,0
561,15,2,1,30621.64,14.58,8,120000,738677,739043,13815.66,2,12,1,2,971449,1,1,1,5,662,366,1
562,7,27,6,21892.8,5.61,7,200000,738725,739306,12892.77,1,11,0,0,380550,2,3,9,3,517,581,0
564,66,5,1,30933.63,11.49,13,80000,738003,738702,0,0,34,0,0,530937,2,3,5,7,960,699,0
566,106,11,3,4200.59,6.58,4,50000,738102,738467,275.3,2,31,1,1,876178,3,1,7,1,889,365,1
567,58,4,2,19284.26,13.83,16,60000,737616,738499,0,0,47,0,0,636279,2,2,3,8,426,883,0
568,179,14,2,45401.36,7.89,7,200000,737716,738538,11286.72,2,44,1,1,354771,3,1,0,6,503,822,1
569,107,10,2,1944.82,12.79,15,30000,738547,738912,0,0,17,0,0,531769,3,2,6,2,590,365,0
570,105,23,7,1072.23,7.37,13,80000,738208,738662,0,0,28,0,0,400273,2,1,3,8,923,454,0
572,100,16,3,40522.43,13.03,7,200000,738001,738640,3977.06,2,35,1,1,616447,2,2,6,6,432,639,1
574,62,7,1,25631.05,12.73,1,80000,738454,739246,24688.9,1,20,0,0,537982,3,1,8,1,970,792,0
575,33,9,1,5632.59,12.63,16,60000,737657,738295,0,0,46,0,0,430156,2,2,9,9,892,638,0
576,20,29,4,26208.84,8.8,9,150000,738246,738886,4079.58,2,26,1,1,705387,1,2,7,5,571,640,1
577,54,9,1,41480.95,8.45,13,80000,737657,738326,0,0,46,0,0,727358,2,2,2,9,472,669,0
579,120,23,7,3420.4,14.73,2,2000,737653,738444,2894.34,2,46,1,1,755415,2,2,0,3,940,791,1
580,8,16,3,17329.43,5.15,10,200000,737584,738406,2971.72,2,48,1,1,424357,1,1,4,1,984,822,1
582,109,2,1,20394.11,13.53,11,100000,738490,738733,14691.1,2,18,1,1,391897,3,1,9,9,401,243,1
583,193,23,7,32268.39,5.2,12,1000,737714,738018,0,0,44,0,0,500090,2,3,1,9,425,304,0
584,120,23,7,5149.26,12.85,14,180000,737584,738253,4561.59,2,48,1,1,755415,2,2,0,3,940,669,1
585,57,3,2,2066.34,9.4,7,200000,738437,739107,1498.85,1,20,0,0,499672,2,1,0,3,931,670,0
586,2,16,3,32767.51,12.57,17,150000,737687,738205,0,0,45,0,0,543356,2,2,7,8,476,518,0
587,171,24,2,14497.28,5.06,7,200000,738146,738511,41.67,2,30,1,1,999897,3,2,9,5,480,365,1
588,13,15,4,6033.47,11.05,12,1000,737569,738057,4069.25,2,49,1,1,683426,1,1,9,9,371,488,1
589,126,3,2,8790.67,12.36,2,2000,738053,738387,0,0,33,0,0,791218,1,2,5,8,556,334,0
590,27,26,2,25274.7,8.93,9,150000,738821,739583,0,0,8,0,0,392285,1,2,7,9,406,762,0
591,58,4,2,11146.99,10.22,2,2000,737598,738267,0,0,48,0,0,636279,2,2,3,8,426,669,0
592,68,15,4,9880.24,6.16,10,200000,738010,738222,0,0,34,0,0,905092,3,2,6,7,369,212,0
593,156,22,3,14137.8,10.68,3,90000,737946,738798,0,0,36,0,0,485345,3,2,1,4,373,852,0
595,184,9,1,28916,10.64,5,3000,738478,738690,25142.98,2,19,1,1,955561,1,1,9,8,466,212,1
596,16,15,4,26198.58,13.03,14,180000,738788,739062,0,0,9,0,0,520708,3,2,3,6,698,274,0
597,192,1,1,30580.47,7.65,7,200000,738371,738920,0,0,22,0,0,732207,2,3,5,8,863,549,0
598,36,21,4,42197.69,13.73,5,3000,738176,738937,18998.59,2,29,1,1,999664,2,3,9,9,338,761,1
599,139,3,2,21462.98,10.25,10,200000,737889,738710,9184.02,2,38,1,1,625314,3,2,4,9,358,821,1
601,149,2,1,34164.57,9.16,19,100000,738826,739343,5709.94,1,7,0,0,521024,1,1,3,7,307,517,0
602,47,18,1,9813.69,9.86,15,30000,738720,739301,0,0,11,0,0,937029,1,2,5,7,880,581,0
603,107,10,2,36928.2,10.52,10,200000,738602,738847,0,0,15,0,0,531769,3,2,6,2,590,245,0
604,22,11,3,47491.24,14.46,6,75000,738862,739075,0,0,6,0,0,409557,2,2,0,7,875,213,0
605,1,23,7,28425.7,14.02,3,90000,737720,738542,7940.79,2,44,1,1,565604,1,3,7,6,676,822,1
606,10,2,1,16951.71,9.7,7,200000,737728,738244,4635.43,2,44,1,1,439683,1,2,2,8,327,516,1
607,163,8,2,33837.52,5.24,15,30000,738217,739101,21598.52,1,27,0,0,795745,2,3,2,6,806,884,0
608,111,20,6,15723.68,12.58,15,30000,738056,738724,6341.77,2,33,1,1,501732,1,3,4,8,937,668,1
609,142,30,1,22322.56,6.44,12,1000,738791,739644,0,0,9,0,0,864138,2,1,9,4,655,853,0
610,3,8,2,22637.02,10.38,16,60000,738007,738191,0,0,34,0,0,502077,3,3,5,6,808,184,0
611,46,11,3,12715.96,10.55,2,2000,738691,739483,102.55,1,12,0,0,930336,3,3,1,6,784,792,0
612,106,11,3,20422.72,6.91,13,80000,738826,739069,0,0,7,0,0,876178,3,1,7,1,889,243,0
613,133,17,4,28412.13,5.24,13,80000,738669,739158,0,0,13,0,0,427465,3,3,0,4,754,489,0
614,58,4,2,24824.08,7.92,5,3000,738556,739195,0,0,16,0,0,636279,2,2,3,8,426,639,0
615,60,14,2,18293.86,5.81,10,200000,738550,739220,446.78,1,17,0,0,971310,2,1,2,9,953,670,0
616,23,10,2,41966.76,6.42,11,100000,738420,739151,0,0,21,0,0,578533,2,2,8,3,390,731,0
617,84,26,2,3785.16,8.09,11,100000,738694,739333,0,0,12,0,0,691588,2,1,8,9,803,639,0
619,62,7,1,8624.63,6.57,4,50000,737494,737859,4167.97,2,51,1,1,537982,3,1,8,1,970,365,1
622,57,3,2,18231.68,6.27,14,180000,738576,739184,0,0,16,0,0,499672,2,1,0,3,931,608,0
624,6,25,4,26715.9,6.45,1,80000,738354,738719,1747.54,2,23,1,1,697768,3,1,1,4,736,365,1
625,179,14,2,24249.53,9.46,9,150000,738384,738933,20230.64,2,22,1,1,354771,3,1,0,6,503,549,1
626,112,6,1,31619.8,8.05,9,150000,738662,738938,0,0,13,0,0,857219,3,3,9,7,524,276,0
627,76,1,1,37652.97,14.66,11,100000,738087,738725,8053.65,2,32,1,1,694707,3,2,2,7,952,638,1
628,7,27,6,47368.46,7.76,13,80000,737488,738190,5914.42,2,51,1,1,380550,2,3,9,3,517,702,1
629,149,2,1,22906.15,14.21,15,30000,738687,739267,0,0,12,0,0,521024,1,1,3,7,307,580,0
630,68,15,4,18008.02,11.67,13,80000,738327,739211,15675.43,1,24,0,0,905092,3,2,6,7,369,884,0
632,87,7,1,46245.3,9.81,4,50000,737622,737987,0,0,47,0,0,426984,1,2,9,5,745,365,0
633,188,19,5,31443.79,14.76,8,120000,737459,738310,0,0,52,0,0,661715,1,1,8,6,806,851,0
634,129,4,2,25041.04,13.51,4,50000,738004,738734,0,0,34,0,0,953712,3,1,9,8,643,730,0
635,132,5,1,47245.84,7.47,12,1000,737699,738003,8778.75,2,44,1,1,917816,1,1,3,7,839,304,1
636,134,11,3,46121.12,14.14,18,5000,738559,739410,0,0,16,0,0,573516,3,1,7,2,610,851,0
637,30,7,1,43994.24,10.52,9,150000,737687,737960,0,0,45,0,0,351378,3,3,6,3,835,273,0
638,199,13,4,42410.09,7.41,9,150000,737597,737901,0,0,48,0,0,817493,1,2,9,6,857,304,0
639,79,3,2,4209.24,11.71,1,80000,738159,738920,2644.64,2,29,1,1,408683,3,2,2,8,288,761,1
640,87,7,1,39410.02,7.7,13,80000,737876,738698,0,0,39,0,0,426984,1,2,9,5,745,822,0
641,160,12,1,49541.34,5.63,11,100000,738358,738754,0,0,23,0,0,457259,1,1,7,6,567,396,0
642,172,25,4,22800.51,7.98,17,150000,738294,738629,0,0,25,0,0,512443,3,2,7,7,381,335,0
644,107,10,2,9147.91,6.83,13,80000,737573,738214,5783.14,2,49,1,1,531769,3,2,6,2,590,641,1
645,144,12,1,1542.25,12.19,8,120000,738034,738399,0,0,33,0,0,998364,3,3,8,6,661,365,0
646,76,1,1,20889.82,11.39,9,150000,738151,738759,2475.39,2,30,1,1,694707,3,2,2,7,952,608,1
647,37,27,6,29998.51,11.62,1,80000,737530,738078,0,0,50,0,0,887286,2,1,8,7,880,548,0
648,146,14,2,48479.39,12.76,13,80000,737597,737811,0,0,48,0,0,606756,1,1,4,4,466,214,0
649,192,1,1,39657.47,10.28,15,30000,738333,738790,18488.1,2,24,1,1,732207,2,3,5,8,863,457,1
650,95,29,4,30532.77,9.52,17,150000,738628,738934,23696.81,2,14,1,1,480191,3,1,7,5,331,306,1
651,160,12,1,39623.76,10.71,18,5000,738703,739373,14876.69,1,11,0,0,457259,1,1,7,6,567,670,0
652,166,33,2,36094.97,6.17,4,50000,738799,739408,0,0,8,0,0,403349,3,3,8,8,765,609,0
653,42,15,4,17579.82,10.57,4,50000,738378,738590,7325.78,2,22,1,1,351179,3,1,6,2,922,212,1
655,92,17,4,12637.83,10.22,4,50000,737976,738403,0,0,35,0,0,364482,1,1,9,7,918,427,0
656,161,19,5,49316.01,10.1,6,75000,737487,737793,0,0,51,0,0,765796,1,1,1,4,351,306,0
657,190,17,4,35489.96,12.45,15,30000,738096,738522,6814.22,2,31,1,1,991501,2,2,7,3,743,426,1
658,182,13,4,13580.75,8.39,5,3000,737759,738305,9210.59,2,43,1,1,825696,1,2,6,6,270,546,1
659,3,8,2,19907.66,10.69,3,90000,737913,738582,19893.74,2,37,1,1,502077,3,3,5,6,808,669,1
661,137,18,1,46898.99,13.57,12,1000,738288,738564,0,0,25,0,0,798090,2,3,9,9,245,276,0
662,28,21,4,15230.91,10.6,5,3000,737864,738443,14604.57,2,39,1,1,435738,3,3,7,2,676,579,1
663,14,27,6,12551.16,5.21,14,180000,737796,738281,3472.26,2,41,1,1,380722,3,1,3,8,700,485,1
664,44,23,7,12468.51,8.22,6,75000,738622,739294,0,0,14,0,0,494990,1,3,1,2,836,672,0
665,25,19,5,48363.92,11.23,3,90000,738228,738442,0,0,27,0,0,912798,1,3,5,4,506,214,0
666,138,30,1,11347.62,13.67,12,1000,738012,738469,0,0,34,0,0,535314,1,3,2,5,308,457,0
667,35,10,2,30742.48,5.51,19,100000,738106,738501,0,0,31,0,0,698130,2,3,8,8,883,395,0
669,76,1,1,42148.76,9.83,17,150000,738494,739072,0,0,18,0,0,694707,3,2,2,7,952,578,0
670,97,15,4,24993.6,12.55,12,1000,737940,738823,0,0,37,0,0,685928,3,2,0,8,942,883,0
671,7,27,6,15890.29,13.94,7,200000,737527,738287,5497.95,2,50,1,1,380550,2,3,9,3,517,760,1
672,99,2,1,32733.35,7.07,17,150000,738826,739343,0,0,7,0,0,411185,2,2,2,6,330,517,0
674,22,11,3,31737.67,9.83,19,100000,737728,738275,0,0,44,0,0,409557,2,2,0,7,875,547,0
675,181,31,5,6338.72,10.16,18,5000,737695,738241,3401.65,2,45,1,1,518867,2,1,8,2,439,546,1
676,1,23,7,33080.59,11.66,6,75000,737898,738446,0,0,38,0,0,565604,1,3,7,6,676,548,0
677,33,9,1,48419.24,5.27,13,80000,738298,738877,0,0,25,0,0,430156,2,2,9,9,892,579,0
678,80,9,1,32039.66,6.59,3,90000,738840,739510,0,0,7,0,0,844245,1,2,8,5,821,670,0
680,48,20,6,8921.25,12.62,16,60000,738490,738702,8713.04,2,18,1,1,767388,3,2,5,9,824,212,1
681,65,26,2,32605.14,9.93,1,80000,738127,738492,0,0,30,0,0,503878,3,2,5,1,619,365,0
682,97,15,4,7983.48,9.07,2,2000,738759,739217,7044.52,1,10,0,0,685928,3,2,0,8,942,458,0
683,30,7,1,45484.29,10.17,16,60000,738425,739247,0,0,21,0,0,351378,3,3,6,3,835,822,0
684,139,3,2,19969.36,9,9,150000,738567,738870,18041.28,2,16,1,1,625314,3,2,4,9,358,303,1
685,97,15,4,15062.74,8.91,11,100000,738788,739519,14676.04,1,9,0,0,685928,3,2,0,8,942,731,0
686,20,29,4,5930.02,5.99,8,120000,738626,738809,0,0,14,0,0,705387,1,2,7,5,571,183,0
687,105,23,7,10127.71,10.47,3,90000,738773,739261,0,0,9,0,0,400273,2,1,3,8,923,488,0
688,32,32,1,41664.57,10.52,8,120000,738791,739675,0,0,9,0,0,391551,2,3,0,1,413,884,0
689,148,5,1,26474.08,7.78,13,80000,737910,738154,26078.67,2,38,1,1,453472,2,1,8,5,929,244,1
690,125,9,1,34490.26,11.57,4,50000,737941,738671,20398.73,2,37,1,1,853670,3,3,1,5,985,730,1
691,145,13,4,7002.99,5.89,18,5000,738427,739188,0,0,21,0,0,680964,3,1,0,5,705,761,0
692,139,3,2,36361.74,14.36,19,100000,738480,739119,0,0,19,0,0,625314,3,2,4,9,358,639,0
693,185,21,4,39147.82,5.08,8,120000,737592,738383,0,0,48,0,0,932942,2,2,7,5,840,791,0
694,31,4,2,32221.35,11.39,18,5000,737975,738644,0,0,35,0,0,609535,2,3,9,2,654,669,0
695,37,27,6,29490.49,9.62,11,100000,737466,738013,18462.71,2,52,1,1,887286,2,1,8,7,880,547,1
696,44,23,7,4754.55,14.98,17,150000,738403,739195,0,0,21,0,0,494990,1,3,1,2,836,792,0
697,93,4,2,32325.83,5.93,13,80000,738619,739229,16213.46,1,14,0,0,942409,3,1,9,5,455,610,0
698,37,27,6,10085.93,5.54,1,80000,737713,738594,0,0,44,0,0,887286,2,1,8,7,880,881,0
700,183,10,2,34106.04,13.15,14,180000,738116,738754,0,0,31,0,0,576739,2,2,6,3,588,638,0
701,89,26,2,14869.5,11.24,14,180000,738545,738879,13362.43,2,17,1,1,538087,2,3,1,4,436,334,1
702,182,13,4,47810.56,9.91,7,200000,738230,738687,6706.8,2,27,1,1,825696,1,2,6,6,270,457,1
703,11,31,5,6123.7,10.47,5,3000,738170,738504,1616.14,2,29,1,1,840754,3,3,7,2,854,334,1
704,20,29,4,8824.4,5.6,19,100000,737669,738399,2495.81,2,45,1,1,705387,1,2,7,5,571,730,1
706,62,7,1,4021.57,6.21,19,100000,738471,738805,0,0,19,0,0,537982,3,1,8,1,970,334,0
707,42,15,4,9163.56,11.56,1,80000,738490,738794,0,0,18,0,0,351179,3,1,6,2,922,304,0
708,130,21,4,27702.21,6.49,12,1000,738050,738415,0,0,33,0,0,407137,1,1,8,9,960,365,0
709,104,24,2,5403.47,8.39,12,1000,738411,739111,4966.94,1,21,0,0,524987,2,1,3,4,714,700,0
711,156,22,3,37715.85,10.3,13,80000,738770,739531,0,0,9,0,0,485345,3,2,1,4,373,761,0
712,164,25,4,48280.61,9.15,1,80000,738834,739412,7873.54,1,7,0,0,399064,1,1,7,6,932,578,0
713,143,19,5,40286.64,6.07,4,50000,738298,738724,9784.21,2,25,1,1,656973,3,1,0,9,721,426,1
714,78,27,6,11667.72,6.94,6,75000,738839,739631,0,0,7,0,0,993994,1,3,7,5,357,792,0
715,13,15,4,27940.89,12.16,9,150000,738717,739479,22300.03,1,11,0,0,683426,1,1,9,9,371,762,0
717,146,14,2,5749.61,5.39,11,100000,738115,738419,2417.98,2,31,1,1,606756,1,1,4,4,466,304,1
718,1,23,7,37913.49,6.96,12,1000,738221,738527,0,0,27,0,0,565604,1,3,7,6,676,306,0
719,194,24,2,39806.41,12.24,13,80000,737995,738634,0,0,35,0,0,920975,3,3,5,9,289,639,0
720,8,16,3,48628.92,14.93,3,90000,737936,738577,0,0,37,0,0,424357,1,1,4,1,984,641,0
722,137,18,1,47300.85,8.4,1,80000,738375,738559,0,0,22,0,0,798090,2,3,9,9,245,184,0
725,129,4,2,6040.56,14.22,10,200000,738754,739607,0,0,10,0,0,953712,3,1,9,8,643,853,0
726,33,9,1,23114.91,14.66,14,180000,737838,738749,7823.29,2,40,1,1,430156,2,2,9,9,892,911,1
727,200,5,1,8550.72,7.14,13,80000,738014,738226,0,0,34,0,0,996677,1,3,4,2,375,212,0
728,163,8,2,7401.03,12.91,14,180000,738711,739412,4588.6,1,11,0,0,795745,2,3,2,6,806,701,0
729,103,23,7,12320.99,5.03,14,180000,738547,739337,0,0,17,0,0,885255,2,2,8,8,723,790,0
730,196,10,2,39037.63,13.33,16,60000,737473,738232,0,0,52,0,0,872666,2,3,0,5,491,759,0
731,105,23,7,1381.45,13.34,19,100000,738281,738799,0,0,25,0,0,400273,2,1,3,8,923,518,0
732,105,23,7,43704.9,11.64,15,30000,737670,738308,0,0,45,0,0,400273,2,1,3,8,923,638,0
733,94,23,7,26476.01,13.84,11,100000,737733,738006,0,0,43,0,0,710658,3,2,7,8,900,273,0
734,171,24,2,40293.91,5.35,9,150000,738578,738759,0,0,16,0,0,999897,3,2,9,5,480,181,0
736,193,23,7,6936.79,9.59,13,80000,738109,738839,0,0,31,0,0,500090,2,3,1,9,425,730,0
737,198,21,4,27778.9,8.18,2,2000,738759,738972,0,0,10,0,0,825282,3,1,7,2,560,213,0
738,69,24,2,8508,8.63,15,30000,737704,738039,0,0,44,0,0,800309,1,2,0,1,631,335,0
739,174,16,3,35240.39,12.91,9,150000,737810,738326,0,0,41,0,0,890957,1,2,3,3,346,516,0
741,96,5,1,13138.5,8.62,16,60000,737905,738635,0,0,38,0,0,712034,1,3,5,3,580,730,0
742,5,29,4,19379.34,13.84,10,200000,738807,739296,0,0,8,0,0,648082,3,3,8,8,685,489,0
743,143,19,5,25692.37,13.4,9,150000,738568,739449,7568.17,1,16,0,0,656973,3,1,0,9,721,881,0
744,99,2,1,10792.67,6.49,3,90000,738798,739376,0,0,8,0,0,411185,2,2,2,6,330,578,0
745,118,26,2,14219.38,6.23,4,50000,738735,739162,8285.72,1,10,0,0,569415,2,3,6,7,967,427,0
746,28,21,4,36701.28,10.79,12,1000,737973,738369,0,0,35,0,0,435738,3,3,7,2,676,396,0
747,87,7,1,20917.12,13.78,8,120000,737797,738070,12908.74,2,41,1,1,426984,1,2,9,5,745,273,1
749,199,13,4,21615.9,13,2,2000,738814,739515,0,0,8,0,0,817493,1,2,9,6,857,701,0
750,80,9,1,24699.66,6.89,4,50000,737986,738201,0,0,35,0,0,844245,1,2,8,5,821,215,0
751,109,2,1,22555.97,14.53,10,200000,737548,738189,10121.15,2,49,1,1,391897,3,1,9,9,401,641,1
752,146,14,2,47248.14,11.6,5,3000,737808,738020,0,0,41,0,0,606756,1,1,4,4,466,212,0
753,32,32,1,20417.13,7.72,9,150000,738601,739363,7840.6,1,15,0,0,391551,2,3,0,1,413,762,0
754,1,23,7,30165.48,9.34,9,150000,737657,738022,0,0,46,0,0,565604,1,3,7,6,676,365,0
755,93,4,2,29926.52,13.18,14,180000,738172,738993,0,0,29,0,0,942409,3,1,9,5,455,821,0
756,142,30,1,49041.94,5.88,19,100000,738521,739160,21624.11,1,17,0,0,864138,2,1,9,4,655,639,0
757,144,12,1,16032.54,9.56,17,150000,738520,739251,0,0,18,0,0,998364,3,3,8,6,661,731,0
758,113,11,3,22029.57,7.16,1,80000,738676,738950,0,0,12,0,0,709140,2,2,7,5,707,274,0
759,141,22,3,11255.05,14.22,5,3000,738757,739396,1070.45,1,10,0,0,824078,2,1,9,9,835,639,0
760,170,11,3,5848.37,7.18,11,100000,738476,738688,5056.99,2,19,1,1,765152,2,3,4,3,300,212,1
761,57,3,2,14514.3,11.43,11,100000,737877,738122,3481.82,2,39,1,1,499672,2,1,0,3,931,245,1
762,181,31,5,27667.84,9.4,7,200000,738575,739030,10437.23,2,16,1,2,518867,2,1,8,2,439,455,1
763,117,26,2,25722.25,10.62,6,75000,738480,738753,0,0,19,0,0,932275,3,3,6,4,268,273,0
764,29,26,2,44833.01,11.32,17,150000,737718,738053,18821.69,2,44,1,1,701482,2,3,8,9,571,335,1
765,188,19,5,49452.77,12.88,12,1000,737553,738222,0,0,49,0,0,661715,1,1,8,6,806,669,0
766,40,28,6,11856.06,8.35,2,2000,737586,738104,8642.52,2,48,1,1,508600,3,2,7,9,744,518,1
767,140,26,2,2702.16,6.33,12,1000,738133,738588,0,0,30,0,0,690232,2,3,6,5,766,455,0
768,75,7,1,40124.41,6.11,4,50000,738880,739642,0,0,6,0,0,429184,3,3,4,5,716,762,0
770,16,15,4,16922.6,10.41,19,100000,738275,738701,1655.78,2,26,1,1,520708,3,2,3,6,698,426,1
771,72,28,6,29091.06,14.4,4,50000,737612,737947,0,0,47,0,0,516383,1,3,5,9,859,335,0
772,88,24,2,8578.03,14.63,3,90000,737859,738316,8217.89,2,39,1,1,536524,3,2,3,5,731,457,1
773,5,29,4,8155.53,10.16,10,200000,737610,737975,0,0,47,0,0,648082,3,3,8,8,685,365,0
774,81,7,1,5926.28,8.59,15,30000,737565,738175,2902.46,2,49,1,1,933139,2,2,4,3,609,610,1
775,7,27,6,2667.96,10.57,19,100000,738835,739352,620.77,1,7,0,0,380550,2,3,9,3,517,517,0
776,118,26,2,10254.42,12.99,13,80000,737876,738151,1237.08,2,39,1,1,569415,2,3,6,7,967,275,1
778,73,16,3,12139.01,9.55,16,60000,738826,739100,5953.59,1,7,0,0,757195,1,2,4,7,410,274,0
779,63,6,1,40895.94,6.47,1,80000,737855,738707,22099.43,2,39,1,1,956188,3,3,8,7,441,852,1
780,128,18,1,43850.2,5.12,4,50000,737865,738717,0,0,39,0,0,350118,2,2,6,5,767,852,0
781,193,23,7,23625.04,5.97,11,100000,738557,739316,12657.25,1,16,0,0,500090,2,3,1,9,425,759,0
782,7,27,6,16111.62,5.03,10,200000,737837,738536,14401.64,2,40,1,1,380550,2,3,9,3,517,699,1
783,176,2,1,25936.08,10.02,9,150000,738242,738487,3217.44,2,27,1,1,722226,3,2,5,5,424,245,1
784,81,7,1,6498.35,6.23,18,5000,737966,738239,0,0,36,0,0,933139,2,2,4,3,609,273,0
785,83,26,2,19055.65,5.4,5,3000,738863,739715,0,0,6,0,0,370582,3,2,8,2,463,852,0
786,189,20,6,37010.69,13.31,3,90000,738674,739223,14566.48,1,12,0,0,379015,3,1,5,4,371,549,0
787,176,2,1,41736.52,7.3,6,75000,738185,738701,18642.97,2,29,1,1,722226,3,2,5,5,424,516,1
788,18,17,4,35207.93,10.45,17,150000,737528,737923,24177.47,2,50,1,1,394294,3,3,5,9,309,395,1
789,46,11,3,28472.12,11.83,7,200000,738112,738324,25439.02,2,31,1,1,930336,3,3,1,6,784,212,1
790,171,24,2,48277.86,14.54,12,1000,737694,738028,19476.81,2,45,1,1,999897,3,2,9,5,480,334,1
791,80,9,1,34648.8,12.71,2,2000,737804,738228,8179.58,2,41,1,1,844245,1,2,8,5,821,424,1
792,178,18,1,21515.14,10.41,4,50000,737555,737981,6290.99,2,49,1,1,423230,1,1,6,4,431,426,1
793,161,19,5,1256.79,7.89,12,1000,737466,738378,168.07,2,52,1,1,765796,1,1,1,4,351,912,1
794,197,10,2,15385.46,7.74,19,100000,737869,738326,9628.75,2,39,1,1,821398,2,2,4,9,324,457,1
796,158,15,4,16115.14,5.6,8,120000,737486,737943,6700.85,2,51,1,1,547953,1,1,8,8,629,457,1
797,103,23,7,38824.68,12.59,8,120000,737441,738141,0,0,53,0,0,885255,2,2,8,8,723,700,0
798,179,14,2,14978.38,9.47,17,150000,738439,739262,6129.86,1,20,0,0,354771,3,1,0,6,503,823,0
799,77,3,2,19693.13,9.19,11,100000,738537,739358,18758.47,1,17,0,0,838028,2,3,8,2,958,821,0
800,99,2,1,33444.5,5.54,14,180000,737749,738630,15526.67,2,43,1,1,411185,2,2,2,6,330,881,1
801,153,1,1,32299.52,8.03,14,180000,737580,738432,0,0,48,0,0,822107,2,2,9,3,414,852,0
804,20,29,4,2102.61,13.27,5,3000,738473,738990,0,0,19,0,0,705387,1,2,7,5,571,517,0
805,41,28,6,45922.34,8.15,14,180000,737773,738138,0,0,42,0,0,844055,1,3,4,5,754,365,0
806,184,9,1,34125.81,5.56,6,75000,738493,739194,0,0,18,0,0,955561,1,1,9,8,466,701,0
807,112,6,1,34587.04,8.9,17,150000,737585,738072,24344.57,2,48,1,1,857219,3,3,9,7,524,487,1
808,117,26,2,35299.93,13.72,15,30000,738131,738313,5954.41,2,30,1,1,932275,3,3,6,4,268,182,1
811,147,9,1,19480.98,5.54,2,2000,738741,739319,7146.54,1,10,0,0,768111,3,2,9,8,535,578,0
812,60,14,2,47945.71,14.12,8,120000,738864,739139,0,0,6,0,0,971310,2,1,2,9,953,275,0
813,149,2,1,37958.9,9.62,7,200000,738271,739093,0,0,26,0,0,521024,1,1,3,7,307,822,0
814,123,20,6,14838.2,12.75,12,1000,738514,739092,9756.54,1,18,0,0,814475,2,2,8,7,524,578,0
815,76,1,1,21503.49,12.23,3,90000,738866,739718,0,0,6,0,0,694707,3,2,2,7,952,852,0
816,79,3,2,2012.72,5.16,15,30000,738769,739347,190.4,1,9,0,0,408683,3,2,2,8,288,578,0
817,189,20,6,44297.48,10.87,15,30000,738755,739305,0,0,10,0,0,379015,3,1,5,4,371,550,0
818,58,4,2,46440.3,6.9,14,180000,737834,738288,0,0,40,0,0,636279,2,2,3,8,426,454,0
819,49,25,4,9507.17,6.26,2,2000,738521,738733,0,0,17,0,0,545268,2,1,8,3,951,212,0
820,145,13,4,6455.3,8.48,3,90000,738077,738350,0,0,32,0,0,680964,3,1,0,5,705,273,0
821,50,9,1,22917.02,12.27,4,50000,737822,738552,6976.98,2,40,1,1,540926,1,2,2,4,724,730,1
822,65,26,2,7675.9,13.16,19,100000,738052,738417,0,0,33,0,0,503878,3,2,5,1,619,365,0
823,101,2,1,9553.49,9.48,3,90000,737929,738570,0,0,37,0,0,797889,2,3,8,3,538,641,0
824,77,3,2,25987.02,12.38,6,75000,737500,737837,0,0,51,0,0,838028,2,3,8,2,958,337,0
825,177,21,4,10504.96,10.42,16,60000,737788,738669,0,0,42,0,0,674434,3,3,1,2,282,881,0
826,178,18,1,15546.15,6.9,12,1000,737428,737641,10159.83,2,53,1,1,423230,1,1,6,4,431,213,1
827,73,16,3,35375.21,14.95,13,80000,738228,739020,0,0,27,0,0,757195,1,2,4,7,410,792,0
828,23,10,2,19938.43,7.24,3,90000,737685,738050,4115.62,2,45,1,1,578533,2,2,8,3,390,365,1
830,98,22,3,31866.5,13.01,16,60000,738536,739326,0,0,17,0,0,662965,1,2,3,2,837,790,0
831,109,2,1,2416.38,9.72,14,180000,737538,737903,0,0,50,0,0,391897,3,1,9,9,401,365,0
833,93,4,2,29758.28,11.88,13,80000,738809,739418,0,0,8,0,0,942409,3,1,9,5,455,609,0
834,99,2,1,1942.68,9.04,9,150000,737865,738536,0,0,39,0,0,411185,2,2,2,6,330,671,0
835,51,31,5,10156.7,8.34,17,150000,738391,738787,2091.01,2,22,1,1,447831,2,1,6,4,294,396,1
